dataset_a	dataset_b	representation	retrieval_variant	similarity_metric	scale_variant	summary_level	metric	value_col	mean	ci_low	ci_high	ci_half_width	ci_method	ci_status	ci_level	n_bootstrap_iterations	n_bootstrap_valid	n_rows	n_finite_rows	n_compounds	cluster_col	inner_strata	outer_strata	uncertainty_scope
l1000_phase1	l1000_phase2	logFC	strict_matched_condition	negative_l2	per_gene_population_zscore_dataset	reviewer_l2_retrieval_dataset_pair	delta_vs_target_decoy_null_normalized_best_positive_rank	delta_vs_target_decoy_null_normalized_best_positive_rank	-0.06337812397909336	-0.0886203924971331	-0.035767183057240526	0.02642660471994629	bca	ok	0.95	2000	2000	21857	21857	257	query_pubchem_cid	direction,cell_type,time_key	direction	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
l1000_phase1	l1000_phase2	logFC	strict_matched_condition	negative_l2	per_gene_population_zscore_dataset_cell_type	reviewer_l2_retrieval_dataset_pair	observed_normalized_best_positive_rank	observed_normalized_best_positive_rank	0.7303075458553692	0.6968606141468798	0.7773465483377724	0.04024296709544628	bca	ok	0.95	2000	2000	21857	21857	257	query_pubchem_cid	direction,cell_type,time_key	direction	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
l1000_phase1	l1000_phase2	logFC	strict_matched_condition	negative_l2	per_gene_population_zscore_dataset_cell_type	reviewer_l2_retrieval_dataset_pair	observed_recall_at_1	observed_recall_at_1	0.19342025131281987	0.12482917066501907	0.3110978808844427	0.0931343551097118	bca	ok	0.95	2000	2000	21857	21857	257	query_pubchem_cid	direction,cell_type,time_key	direction	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
l1000_phase1	l1000_phase2	logFC	strict_matched_condition	negative_l2	per_gene_population_zscore_dataset_cell_type	reviewer_l2_retrieval_dataset_pair	observed_auroc	observed_auroc	0.7279460386130536	0.6937202373986998	0.7748252691047982	0.0405525158530492	bca	ok	0.95	2000	2000	21857	21857	257	query_pubchem_cid	direction,cell_type,time_key	direction	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
l1000_phase1	l1000_phase2	logFC	strict_matched_condition	negative_l2	per_gene_population_zscore_dataset_cell_type	reviewer_l2_retrieval_dataset_pair	observed_best_positive_similarity	observed_best_positive_similarity	-39.790099746788435	-41.393056301241025	-38.42742463092852	1.4828158351562521	bca	ok	0.95	2000	2000	21857	21857	257	query_pubchem_cid	direction,cell_type,time_key	direction	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
l1000_phase1	l1000_phase2	logFC	strict_matched_condition	negative_l2	per_gene_population_zscore_dataset_cell_type	reviewer_l2_retrieval_dataset_pair	random_normalized_best_positive_rank	random_normalized_best_positive_rank					not_estimable	too_few_clusters_or_values	0.95	2000	0	21857	0	0	query_pubchem_cid	direction,cell_type,time_key	direction	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
l1000_phase1	l1000_phase2	logFC	strict_matched_condition	negative_l2	per_gene_population_zscore_dataset_cell_type	reviewer_l2_retrieval_dataset_pair	random_recall_at_1	random_recall_at_1					not_estimable	too_few_clusters_or_values	0.95	2000	0	21857	0	0	query_pubchem_cid	direction,cell_type,time_key	direction	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
l1000_phase1	l1000_phase2	logFC	strict_matched_condition	negative_l2	per_gene_population_zscore_dataset_cell_type	reviewer_l2_retrieval_dataset_pair	random_auroc	random_auroc					not_estimable	too_few_clusters_or_values	0.95	2000	0	21857	0	0	query_pubchem_cid	direction,cell_type,time_key	direction	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
l1000_phase1	l1000_phase2	logFC	strict_matched_condition	negative_l2	per_gene_population_zscore_dataset_cell_type	reviewer_l2_retrieval_dataset_pair	delta_vs_random_normalized_best_positive_rank	delta_vs_random_normalized_best_positive_rank	-0.051600466995821215	-0.07721941187731926	-0.02552264756912831	0.025848382154095476	bca	ok	0.95	2000	2000	21857	21857	257	query_pubchem_cid	direction,cell_type,time_key	direction	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
l1000_phase1	l1000_phase2	logFC	strict_matched_condition	negative_l2	per_gene_population_zscore_dataset_cell_type	reviewer_l2_retrieval_dataset_pair	source_individual_n_peers	source_individual_n_peers	228.03093011686659	216.1511038825066	237.89171674415158	10.870306430822495	bca	ok	0.95	2000	2000	21857	21857	257	query_pubchem_cid	direction,cell_type,time_key	direction	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
l1000_phase1	l1000_phase2	logFC	strict_matched_condition	negative_l2	per_gene_population_zscore_dataset_cell_type	reviewer_l2_retrieval_dataset_pair	source_individual_mean_similarity	source_individual_mean_similarity	-46.05395441249941	-48.34871793359785	-44.66129110926397	1.843713412166938	bca	ok	0.95	2000	2000	21857	21576	257	query_pubchem_cid	direction,cell_type,time_key	direction	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
l1000_phase1	l1000_phase2	logFC	strict_matched_condition	negative_l2	per_gene_population_zscore_dataset_cell_type	reviewer_l2_retrieval_dataset_pair	source_individual_sd_similarity	source_individual_sd_similarity	9.979016866842807	9.193306225584102	10.479667477009942	0.6431806257129198	bca	ok	0.95	2000	2000	21857	21573	257	query_pubchem_cid	direction,cell_type,time_key	direction	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
