dataset_pair	dataset_a	dataset_b	similarity_metric	scale_variant	metric	mean	ci_low	ci_high	ci_method	ci_status	ci_level	n_bootstrap_iterations	n_rows	n_finite_rows	n_compounds	uncertainty_scope
Tahoe–Sciplex	tahoe	sciplex	spearman	per_gene_population_zscore_dataset	observed_recall_at_1	0.0832907075873827	0.0347261434217956	0.2050464098433151	bca	ok	0.95	2000	223	223	23	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
Tahoe–Sciplex	tahoe	sciplex	spearman	per_gene_population_zscore_dataset	source_individual_corrected_percentile	0.4889147142527369	0.4274296297965627	0.5842427440359107	bca	ok	0.95	2000	223	223	23	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
Tahoe–Sciplex	tahoe	sciplex	spearman	per_gene_population_zscore_dataset	source_peer_normalized_rank	0.6413963458820615	0.6196022320131702	0.6662690540103237	bca	ok	0.95	2000	223	223	23	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
Tahoe–Sciplex	tahoe	sciplex	spearman	per_gene_population_zscore_dataset	target_individual_corrected_percentile	0.6717835785478661	0.5954877475387319	0.7646418144927961	bca	ok	0.95	2000	223	223	23	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
Tahoe–Sciplex	tahoe	sciplex	spearman	per_gene_population_zscore_dataset	target_peer_normalized_rank	0.5026019322138363	0.4926827808620186	0.5113990204531541	bca	ok	0.95	2000	223	223	23	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
Cigs Mce–Cigs Tcm	cigs_mce	cigs_tcm	spearman	per_gene_population_zscore_dataset_cell_type	delta_vs_source_peer_normalized_rank	0.08380309225894676	0.069619445656039	0.09912382429543305	bca	ok	0.95	2000	11042	11042	974	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
Cigs Mce–Cigs Tcm	cigs_mce	cigs_tcm	spearman	per_gene_population_zscore_dataset_cell_type	delta_vs_target_peer_normalized_rank	0.10988464112215182	0.09611663610469187	0.12471056188593084	bca	ok	0.95	2000	11042	11042	974	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
Cigs Mce–Cigs Tcm	cigs_mce	cigs_tcm	spearman	per_gene_population_zscore_dataset_cell_type	observed_auroc	0.6112290149063224	0.5972263203627657	0.6248704463173347	bca	ok	0.95	2000	11042	11042	974	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
Cigs Mce–Cigs Tcm	cigs_mce	cigs_tcm	spearman	per_gene_population_zscore_dataset_cell_type	observed_normalized_best_positive_rank	0.611489362513701	0.5974971724187476	0.6256087438452662	bca	ok	0.95	2000	11042	11042	974	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
Cigs Mce–Cigs Tcm	cigs_mce	cigs_tcm	spearman	per_gene_population_zscore_dataset_cell_type	observed_recall_at_1	0.02633989019770756	0.01967934347008347	0.03386192897741655	bca	ok	0.95	2000	11042	11042	974	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
Cigs Mce–Cigs Tcm	cigs_mce	cigs_tcm	spearman	per_gene_population_zscore_dataset_cell_type	source_individual_corrected_percentile	0.5601735732363164	0.5490448234977142	0.5720957674103299	bca	ok	0.95	2000	11042	11042	974	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
Cigs Mce–Cigs Tcm	cigs_mce	cigs_tcm	spearman	per_gene_population_zscore_dataset_cell_type	source_peer_normalized_rank	0.527686270254754	0.5253220667093592	0.5300394516951076	bca	ok	0.95	2000	11042	11042	974	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
Cigs Mce–Cigs Tcm	cigs_mce	cigs_tcm	spearman	per_gene_population_zscore_dataset_cell_type	target_individual_corrected_percentile	0.6106678209748895	0.5963112762010416	0.6249331790436558	bca	ok	0.95	2000	11042	11042	974	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
Cigs Mce–Cigs Tcm	cigs_mce	cigs_tcm	spearman	per_gene_population_zscore_dataset_cell_type	target_peer_normalized_rank	0.5016047213915487	0.501073830632908	0.5025043186564533	bca	ok	0.95	2000	11042	11042	974	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase1–Cigs Mce	l1000_phase1	cigs_mce	spearman	per_gene_population_zscore_dataset_cell_type	delta_vs_source_peer_normalized_rank	-0.0005362561866644189	-0.08761287565870104	0.10768331396727493	bca	ok	0.95	2000	855	855	124	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase1–Cigs Mce	l1000_phase1	cigs_mce	spearman	per_gene_population_zscore_dataset_cell_type	delta_vs_target_peer_normalized_rank	0.07603629332597366	-0.0011306024454331468	0.1619730436951039	bca	ok	0.95	2000	855	855	124	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase1–Cigs Mce	l1000_phase1	cigs_mce	spearman	per_gene_population_zscore_dataset_cell_type	observed_auroc	0.5876865274806954	0.5151503156962765	0.6804226400904799	bca	ok	0.95	2000	855	855	124	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase1–Cigs Mce	l1000_phase1	cigs_mce	spearman	per_gene_population_zscore_dataset_cell_type	observed_normalized_best_positive_rank	0.5973693246238779	0.5262576047853462	0.6891529332009433	bca	ok	0.95	2000	855	855	124	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase1–Cigs Mce	l1000_phase1	cigs_mce	spearman	per_gene_population_zscore_dataset_cell_type	observed_recall_at_1	0.0979464825639992	0.048229661622414065	0.21094218215097993	bca	ok	0.95	2000	855	855	124	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase1–Cigs Mce	l1000_phase1	cigs_mce	spearman	per_gene_population_zscore_dataset_cell_type	source_individual_corrected_percentile	0.5109377000576641	0.4579550991619737	0.5927015635341745	bca	ok	0.95	2000	855	855	124	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase1–Cigs Mce	l1000_phase1	cigs_mce	spearman	per_gene_population_zscore_dataset_cell_type	source_peer_normalized_rank	0.5979055808105425	0.5481387905534286	0.6306077863945135	bca	ok	0.95	2000	855	855	124	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase1–Cigs Mce	l1000_phase1	cigs_mce	spearman	per_gene_population_zscore_dataset_cell_type	target_individual_corrected_percentile	0.5856581157400829	0.5090768961778449	0.6722975258274062	bca	ok	0.95	2000	855	855	124	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase1–Cigs Mce	l1000_phase1	cigs_mce	spearman	per_gene_population_zscore_dataset_cell_type	target_peer_normalized_rank	0.5213330312979043	0.515873268277432	0.5263555576496868	bca	ok	0.95	2000	855	855	124	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase1–L1000 Phase2	l1000_phase1	l1000_phase2	spearman	per_gene_population_zscore_dataset_cell_type	delta_vs_source_peer_normalized_rank	0.1918562199269606	0.1488778726839358	0.2363156652298993	bca	ok	0.95	2000	21857	21576	257	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase1–L1000 Phase2	l1000_phase1	l1000_phase2	spearman	per_gene_population_zscore_dataset_cell_type	delta_vs_target_peer_normalized_rank	0.2574354135775453	0.2241757285950278	0.29635161694190165	bca	ok	0.95	2000	21857	21442	257	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase1–L1000 Phase2	l1000_phase1	l1000_phase2	spearman	per_gene_population_zscore_dataset_cell_type	observed_auroc	0.7927070171772221	0.7598815237911062	0.8337437297209369	bca	ok	0.95	2000	21857	21857	257	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase1–L1000 Phase2	l1000_phase1	l1000_phase2	spearman	per_gene_population_zscore_dataset_cell_type	observed_normalized_best_positive_rank	0.7949766784958466	0.7666909865250211	0.8349969160697507	bca	ok	0.95	2000	21857	21857	257	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase1–L1000 Phase2	l1000_phase1	l1000_phase2	spearman	per_gene_population_zscore_dataset_cell_type	observed_recall_at_1	0.24528212492658674	0.17804749685457374	0.35300667955982085	bca	ok	0.95	2000	21857	21857	257	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase1–L1000 Phase2	l1000_phase1	l1000_phase2	spearman	per_gene_population_zscore_dataset_cell_type	source_individual_corrected_percentile	0.6912090699082125	0.6439747425811598	0.7488429040426803	bca	ok	0.95	2000	21857	21576	257	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase1–L1000 Phase2	l1000_phase1	l1000_phase2	spearman	per_gene_population_zscore_dataset_cell_type	source_peer_normalized_rank	0.6022642660548636	0.5855290142896026	0.6184866466559452	bca	ok	0.95	2000	21857	21576	257	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase1–L1000 Phase2	l1000_phase1	l1000_phase2	spearman	per_gene_population_zscore_dataset_cell_type	target_individual_corrected_percentile	0.7841425304331029	0.7514798155539226	0.8240827239882007	bca	ok	0.95	2000	21857	21442	257	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase1–L1000 Phase2	l1000_phase1	l1000_phase2	spearman	per_gene_population_zscore_dataset_cell_type	target_peer_normalized_rank	0.5334951575877229	0.5261981013709586	0.5397151113875567	bca	ok	0.95	2000	21857	21442	257	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase1–Sciplex	l1000_phase1	sciplex	spearman	per_gene_population_zscore_dataset_cell_type	delta_vs_source_peer_normalized_rank	0.12629189001109298	0.08181953823530463	0.1664948011732958	bca	ok	0.95	2000	1897	1876	90	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase1–Sciplex	l1000_phase1	sciplex	spearman	per_gene_population_zscore_dataset_cell_type	delta_vs_target_peer_normalized_rank	0.17989152843276762	0.13519006211801246	0.22178205589681269	bca	ok	0.95	2000	1897	1887	90	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase1–Sciplex	l1000_phase1	sciplex	spearman	per_gene_population_zscore_dataset_cell_type	observed_auroc	0.6979818648960836	0.6506563938865807	0.7397857160757966	bca	ok	0.95	2000	1897	1897	90	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase1–Sciplex	l1000_phase1	sciplex	spearman	per_gene_population_zscore_dataset_cell_type	observed_normalized_best_positive_rank	0.6985155279075244	0.650055863673067	0.7394444417013267	bca	ok	0.95	2000	1897	1897	90	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase1–Sciplex	l1000_phase1	sciplex	spearman	per_gene_population_zscore_dataset_cell_type	observed_recall_at_1	0.06039704274815693	0.03698725756690298	0.0978361400265469	bca	ok	0.95	2000	1897	1897	90	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase1–Sciplex	l1000_phase1	sciplex	spearman	per_gene_population_zscore_dataset_cell_type	source_individual_corrected_percentile	0.5780865046802843	0.5457921800181641	0.6160530651838638	bca	ok	0.95	2000	1897	1876	90	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase1–Sciplex	l1000_phase1	sciplex	spearman	per_gene_population_zscore_dataset_cell_type	source_peer_normalized_rank	0.5730473322054488	0.5535745401409112	0.5886596513057019	bca	ok	0.95	2000	1897	1876	90	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase1–Sciplex	l1000_phase1	sciplex	spearman	per_gene_population_zscore_dataset_cell_type	target_individual_corrected_percentile	0.6920834950561624	0.6454753493627519	0.7330159524708506	bca	ok	0.95	2000	1897	1887	90	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase1–Sciplex	l1000_phase1	sciplex	spearman	per_gene_population_zscore_dataset_cell_type	target_peer_normalized_rank	0.5184540618859338	0.5107986596871834	0.5263640113574026	bca	ok	0.95	2000	1897	1887	90	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase1–Tahoe	l1000_phase1	tahoe	spearman	per_gene_population_zscore_dataset_cell_type	delta_vs_source_peer_normalized_rank	0.07911020752829485	0.016392801500202323	0.14395368028347166	bca	ok	0.95	2000	692	675	86	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase1–Tahoe	l1000_phase1	tahoe	spearman	per_gene_population_zscore_dataset_cell_type	delta_vs_target_peer_normalized_rank	0.14129086558277296	0.06549714749441451	0.212870923475463	bca	ok	0.95	2000	692	687	86	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase1–Tahoe	l1000_phase1	tahoe	spearman	per_gene_population_zscore_dataset_cell_type	observed_auroc	0.6569296719963579	0.5841705328863821	0.729664878332027	bca	ok	0.95	2000	692	692	86	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase1–Tahoe	l1000_phase1	tahoe	spearman	per_gene_population_zscore_dataset_cell_type	observed_normalized_best_positive_rank	0.6581299784281294	0.5848142588126012	0.7316435309535788	bca	ok	0.95	2000	692	692	86	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase1–Tahoe	l1000_phase1	tahoe	spearman	per_gene_population_zscore_dataset_cell_type	observed_recall_at_1	0.11693421699455174	0.05820558235891562	0.21062267292037593	bca	ok	0.95	2000	692	692	86	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase1–Tahoe	l1000_phase1	tahoe	spearman	per_gene_population_zscore_dataset_cell_type	source_individual_corrected_percentile	0.5639230706060492	0.5112274521661677	0.6404785651146286	bca	ok	0.95	2000	692	675	86	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase1–Tahoe	l1000_phase1	tahoe	spearman	per_gene_population_zscore_dataset_cell_type	source_peer_normalized_rank	0.5733654064617955	0.5366414442940686	0.5942246524400085	bca	ok	0.95	2000	692	675	86	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase1–Tahoe	l1000_phase1	tahoe	spearman	per_gene_population_zscore_dataset_cell_type	target_individual_corrected_percentile	0.6581106329837214	0.581956162722402	0.7398446887141787	bca	ok	0.95	2000	692	687	86	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase1–Tahoe	l1000_phase1	tahoe	spearman	per_gene_population_zscore_dataset_cell_type	target_peer_normalized_rank	0.5098052438060454	0.5000707804707847	0.5182882779706733	bca	ok	0.95	2000	692	687	86	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase2–Cigs Mce	l1000_phase2	cigs_mce	spearman	per_gene_population_zscore_dataset_cell_type	delta_vs_source_peer_normalized_rank	0.24593018840954772	0.17015486618874845	0.30127348761841505	bca	ok	0.95	2000	372	372	68	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase2–Cigs Mce	l1000_phase2	cigs_mce	spearman	per_gene_population_zscore_dataset_cell_type	delta_vs_target_peer_normalized_rank	0.278236132747458	0.20937561929343274	0.3296217523927589	bca	ok	0.95	2000	372	372	68	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase2–Cigs Mce	l1000_phase2	cigs_mce	spearman	per_gene_population_zscore_dataset_cell_type	observed_auroc	0.826007580814667	0.7533306669498455	0.8820933990112751	bca	ok	0.95	2000	372	372	68	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase2–Cigs Mce	l1000_phase2	cigs_mce	spearman	per_gene_population_zscore_dataset_cell_type	observed_normalized_best_positive_rank	0.8261793335079839	0.7486080222692538	0.8801345364569589	bca	ok	0.95	2000	372	372	68	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase2–Cigs Mce	l1000_phase2	cigs_mce	spearman	per_gene_population_zscore_dataset_cell_type	observed_recall_at_1	0.2280798149219202	0.14380767757144974	0.33464402661074416	bca	ok	0.95	2000	372	372	68	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase2–Cigs Mce	l1000_phase2	cigs_mce	spearman	per_gene_population_zscore_dataset_cell_type	source_individual_corrected_percentile	0.7359616871570842	0.6764634464107637	0.7871291340970961	bca	ok	0.95	2000	372	372	68	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase2–Cigs Mce	l1000_phase2	cigs_mce	spearman	per_gene_population_zscore_dataset_cell_type	source_peer_normalized_rank	0.5802491450984361	0.5518643200911794	0.6006284363190865	bca	ok	0.95	2000	372	372	68	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase2–Cigs Mce	l1000_phase2	cigs_mce	spearman	per_gene_population_zscore_dataset_cell_type	target_individual_corrected_percentile	0.818379873489771	0.7409071437195179	0.873550654565392	bca	ok	0.95	2000	372	372	68	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase2–Cigs Mce	l1000_phase2	cigs_mce	spearman	per_gene_population_zscore_dataset_cell_type	target_peer_normalized_rank	0.547943200760526	0.533533517739865	0.5604082293014279	bca	ok	0.95	2000	372	372	68	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase2–Sciplex	l1000_phase2	sciplex	spearman	per_gene_population_zscore_dataset_cell_type	delta_vs_source_peer_normalized_rank	0.2414343409027981	0.20649884957119036	0.2798019500339553	bca	ok	0.95	2000	2323	2323	83	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase2–Sciplex	l1000_phase2	sciplex	spearman	per_gene_population_zscore_dataset_cell_type	delta_vs_target_peer_normalized_rank	0.25363380532198376	0.21593619746020953	0.2867180393162794	bca	ok	0.95	2000	2323	2323	83	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase2–Sciplex	l1000_phase2	sciplex	spearman	per_gene_population_zscore_dataset_cell_type	observed_auroc	0.7686817445131642	0.7362895324884798	0.8020207929558006	bca	ok	0.95	2000	2323	2323	83	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase2–Sciplex	l1000_phase2	sciplex	spearman	per_gene_population_zscore_dataset_cell_type	observed_normalized_best_positive_rank	0.7690619208138463	0.7329056194119307	0.8007693316499791	bca	ok	0.95	2000	2323	2323	83	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase2–Sciplex	l1000_phase2	sciplex	spearman	per_gene_population_zscore_dataset_cell_type	observed_recall_at_1	0.06503759390656359	0.040700214129684074	0.09770788290091212	bca	ok	0.95	2000	2323	2323	83	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase2–Sciplex	l1000_phase2	sciplex	spearman	per_gene_population_zscore_dataset_cell_type	source_individual_corrected_percentile	0.6714719361268545	0.6417305260069005	0.7087227308554198	bca	ok	0.95	2000	2323	2323	83	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase2–Sciplex	l1000_phase2	sciplex	spearman	per_gene_population_zscore_dataset_cell_type	source_peer_normalized_rank	0.527627579911048	0.5194046080067649	0.5345816500147906	bca	ok	0.95	2000	2323	2323	83	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase2–Sciplex	l1000_phase2	sciplex	spearman	per_gene_population_zscore_dataset_cell_type	target_individual_corrected_percentile	0.759386624972167	0.7232183634512531	0.7931963152005223	bca	ok	0.95	2000	2323	2323	83	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase2–Sciplex	l1000_phase2	sciplex	spearman	per_gene_population_zscore_dataset_cell_type	target_peer_normalized_rank	0.5154281154918624	0.5114624696377621	0.5198686302668943	bca	ok	0.95	2000	2323	2323	83	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase2–Tahoe	l1000_phase2	tahoe	spearman	per_gene_population_zscore_dataset_cell_type	delta_vs_source_peer_normalized_rank	0.070475116251553	0.012587623906707797	0.12324983830906851	bca	ok	0.95	2000	1755	1755	110	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase2–Tahoe	l1000_phase2	tahoe	spearman	per_gene_population_zscore_dataset_cell_type	delta_vs_target_peer_normalized_rank	0.12169512889244938	0.07191969942179696	0.16591790614334465	bca	ok	0.95	2000	1755	1755	110	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase2–Tahoe	l1000_phase2	tahoe	spearman	per_gene_population_zscore_dataset_cell_type	observed_auroc	0.6248510424628286	0.5761203270347968	0.6690164900789529	bca	ok	0.95	2000	1755	1755	110	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase2–Tahoe	l1000_phase2	tahoe	spearman	per_gene_population_zscore_dataset_cell_type	observed_normalized_best_positive_rank	0.6256414097489443	0.5771931140378278	0.6689509019923626	bca	ok	0.95	2000	1755	1755	110	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase2–Tahoe	l1000_phase2	tahoe	spearman	per_gene_population_zscore_dataset_cell_type	observed_recall_at_1	0.035765679729404226	0.01922472322597016	0.06703538597880207	bca	ok	0.95	2000	1755	1755	110	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase2–Tahoe	l1000_phase2	tahoe	spearman	per_gene_population_zscore_dataset_cell_type	source_individual_corrected_percentile	0.5292982144637612	0.49112255387098624	0.573310678104474	bca	ok	0.95	2000	1755	1755	110	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase2–Tahoe	l1000_phase2	tahoe	spearman	per_gene_population_zscore_dataset_cell_type	source_peer_normalized_rank	0.5551662934973913	0.5364317144571781	0.5688283485037273	bca	ok	0.95	2000	1755	1755	110	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase2–Tahoe	l1000_phase2	tahoe	spearman	per_gene_population_zscore_dataset_cell_type	target_individual_corrected_percentile	0.6303960296621278	0.5856451338566708	0.6757974749947652	bca	ok	0.95	2000	1755	1755	110	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
L1000 Phase2–Tahoe	l1000_phase2	tahoe	spearman	per_gene_population_zscore_dataset_cell_type	target_peer_normalized_rank	0.5039462808564948	0.4993005169539609	0.5078797684306114	bca	ok	0.95	2000	1755	1755	110	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
Tahoe–Sciplex	tahoe	sciplex	spearman	per_gene_population_zscore_dataset_cell_type	delta_vs_source_peer_normalized_rank	0.16763416396704406	0.08394898936847567	0.26234932251488596	bca	ok	0.95	2000	223	223	23	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
Tahoe–Sciplex	tahoe	sciplex	spearman	per_gene_population_zscore_dataset_cell_type	delta_vs_target_peer_normalized_rank	0.15837404286384377	0.07935705449753078	0.2543636272777838	bca	ok	0.95	2000	223	223	23	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
Tahoe–Sciplex	tahoe	sciplex	spearman	per_gene_population_zscore_dataset_cell_type	observed_auroc	0.6629110516299215	0.5861612360022173	0.7599907629998865	bca	ok	0.95	2000	223	223	23	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
Tahoe–Sciplex	tahoe	sciplex	spearman	per_gene_population_zscore_dataset_cell_type	observed_normalized_best_positive_rank	0.6634123102836647	0.5891739287664948	0.7548552782667876	bca	ok	0.95	2000	223	223	23	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
Tahoe–Sciplex	tahoe	sciplex	spearman	per_gene_population_zscore_dataset_cell_type	observed_recall_at_1	0.08329070758738277	0.035635428477537236	0.16193234786273508	bca	ok	0.95	2000	223	223	23	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
Tahoe–Sciplex	tahoe	sciplex	spearman	per_gene_population_zscore_dataset_cell_type	source_individual_corrected_percentile	0.6218055305408692	0.5732628607530726	0.7023088102007651	bca	ok	0.95	2000	223	223	23	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
Tahoe–Sciplex	tahoe	sciplex	spearman	per_gene_population_zscore_dataset_cell_type	source_peer_normalized_rank	0.49577814631662054	0.4826405165898627	0.5082229416929619	bca	ok	0.95	2000	223	223	23	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
Tahoe–Sciplex	tahoe	sciplex	spearman	per_gene_population_zscore_dataset_cell_type	target_individual_corrected_percentile	0.6642217182180045	0.5833574954190514	0.764896703675183	bca	ok	0.95	2000	223	223	23	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
Tahoe–Sciplex	tahoe	sciplex	spearman	per_gene_population_zscore_dataset_cell_type	target_peer_normalized_rank	0.505038267419821	0.49515380456095215	0.5146893106760112	bca	ok	0.95	2000	223	223	23	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
Cigs Mce–Cigs Tcm	cigs_mce	cigs_tcm	spearman	raw	delta_vs_source_peer_normalized_rank	-0.036556779404161	-0.0522027262296417	-0.0215534522954995	bca	ok	0.95	2000	11042	11042	974	95% BCa bootstrap CI clustered by PubChem compound; uncertainty is over the observed compound panel, not broader chemical space.
